Season,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_href,Weight,College,Height,Lg
2018-19,"NAS",49,25,1170,6.2,12.4,0.504,2.2,6,0.366,4.1,6.4,0.632,0.8,0.9,0.897,2.9,7,9.9,1,0.6,1.3,1.5,4.5,15.5,/gleague/players/e/eppsaa01d.html,214,None,82,G-League
2019-20,"NAS",37,11,842,6.4,13,0.492,2.5,6.3,0.392,3.9,6.6,0.587,0.5,0.7,0.706,1.9,8.2,10.1,1,0.7,0.9,1.7,3.4,16.1,/gleague/players/e/eppsaa01d.html,214,None,82,G-League
2020-21,CAN,12,5,180,5.2,12.4,0.419,2.2,7,0.314,3,5.4,0.556,0.6,1.2,0.5,2.4,9,11.4,0.2,1,1.6,1.2,4,13.6,/gleague/players/e/eppsaa01d.html,214,None,82,G-League
2018-19,AUS,32,32,799,9.7,15,0.648,0,0.1,0,9.7,14.9,0.652,4.2,5.2,0.809,2.7,8.5,11.2,1.8,0.7,3.7,2.8,3.7,23.6,/gleague/players/e/eubandr01d.html,245,Oregon State,81,G-League
2019-20,AUS,22,14,512,9.8,15.8,0.621,0,0,0,9.8,15.8,0.621,3.2,4.3,0.754,2.4,7.2,9.6,2.3,1.6,2.4,2.5,3.3,24.5,/gleague/players/e/eubandr01d.html,245,Oregon State,81,G-League
2016-17,CAN,33,28,1137,6.4,14.3,0.45,1.8,4.9,0.359,4.7,9.3,0.498,3.8,5.4,0.708,2,3.4,5.4,2.5,2,0.6,2.5,3.3,18.5,/gleague/players/e/evansch01d.html,NA,None,NA,G-League
2017-18,ACC,1,1,28,2.6,14.1,0.182,0,1.3,0,2.6,12.9,0.2,0,0,0,0,5.1,5.1,5.1,1.3,0,2.6,0,5.1,/gleague/players/e/evansja01d.html,190,Oklahoma State,72,G-League
2018-19,"NAS",32,26,927,7.1,16,0.443,1,2.9,0.338,6.1,13.2,0.466,3.5,4.5,0.776,0.4,4.2,4.6,6.9,2,0.3,3.9,3.3,18.7,/gleague/players/e/evansja01d.html,190,Oklahoma State,72,G-League
2019-20,RAP,33,16,868,3.9,9.1,0.434,0.7,2.4,0.31,3.2,6.7,0.478,1.2,1.5,0.784,0.5,4.8,5.3,7.3,1.9,0.3,2.4,3,10.5,/gleague/players/e/evansja01d.html,190,Oklahoma State,72,G-League
2018-19,SAN,21,16,548,6.2,14.1,0.437,1.2,3.9,0.305,5,10.2,0.487,2,2.5,0.789,0.7,4,4.7,3.4,1.2,1.1,2.8,2.8,15.5,/gleague/players/e/evansja02d.html,NA,Cincinnati,NA,G-League
2019-20,TOT,10,5,226,3.7,13.2,0.277,1.4,6.4,0.225,2.2,6.8,0.326,1.1,1.3,0.875,0.3,5.4,5.7,3.2,1.6,0.6,1.4,3.2,10.7,/gleague/players/e/evansja02d.html,NA,Cincinnati,NA,G-League
2020-21,SAN,4,0,86,7.1,13.8,0.515,2.5,6.7,0.375,4.6,7.1,0.647,1.3,1.3,1,1.7,6.3,8,4.2,0.4,0,0.8,1.7,18.4,/gleague/players/e/evansja02d.html,NA,Cincinnati,NA,G-League
2017-18,HAW,39,37,1195,7,11.3,0.618,0.9,2.7,0.319,6.1,8.5,0.714,3.2,4.1,0.774,4.2,7.5,11.6,1.5,1.1,1.7,1.9,3.4,18,/gleague/players/e/evansje01d.html,196,Western Kentucky,81,G-League
2018-19,TOT,45,39,1243,4.9,11.2,0.439,1.6,4.2,0.386,3.3,7,0.471,3.3,4,0.832,0.7,3.6,4.3,4.4,1.2,0.2,2.1,2.6,14.8,/gleague/players/e/evanske01d.html,NA,Texas Tech,NA,G-League
2020-21,WES,2,0,9,0,4,0,0,0,0,0,4,0,0,0,0,4,16,20,0,0,4,0,12,0,/gleague/players/e/ezelife01d.html,NA,Vanderbilt,NA,G-League
2017-18,TOT,47,25,1195,5.1,11.7,0.432,0.8,3.1,0.262,4.2,8.6,0.493,3.4,4.2,0.819,1.6,4.4,6,2.2,1.3,0.9,1.7,2.3,14.3,/gleague/players/f/faircj01d.html,218,Syracuse,80,G-League
2018-19,WCB,46,42,1412,5.6,10.8,0.513,0.7,2.4,0.29,4.9,8.5,0.575,3.1,4.3,0.731,2,6.3,8.2,3.4,1.4,1.4,1.5,2,14.9,/gleague/players/f/faircj01d.html,218,Syracuse,80,G-League
2019-20,MAI,29,11,677,8.7,12.4,0.704,0,0,0,8.7,12.4,0.704,1.5,3.9,0.384,5.4,11.9,17.2,1.2,0.2,4.7,3.6,3.6,19.9,/gleague/players/f/fallta01d.html,311,UCF,91,G-League
2018-19,DBC,45,17,1216,5.4,13.1,0.41,2.5,7.3,0.351,2.8,5.8,0.485,1.1,1.5,0.755,0.5,3.8,4.3,7.5,1.1,0.1,3.1,2.5,14.4,/gleague/players/f/farrema01d.html,175,Notre Dame,73,G-League
2019-20,TOT,35,18,757,4.9,11.4,0.429,2,5.6,0.368,2.9,5.8,0.488,0.3,0.5,0.545,0.8,3.6,4.3,6.9,1.4,0.3,2.7,3.4,12.2,/gleague/players/f/farrema01d.html,175,Notre Dame,73,G-League
2016-17,CAN,11,11,396,10.8,23.2,0.467,1.8,5,0.364,9,18.2,0.495,6.5,7.8,0.826,0.7,2.6,3.4,6,1.5,0.4,4.2,3,29.9,/gleague/players/f/feldeka01d.html,NA,Oakland,NA,G-League
2017-18,TOT,20,19,600,7.3,17.8,0.411,1.7,5.3,0.318,5.6,12.5,0.45,3.8,4.3,0.887,0.8,3.7,4.6,6.9,1.9,0.5,4.3,3.4,20.1,/gleague/players/f/feldeka01d.html,NA,Oakland,NA,G-League
2018-19,RAP,11,11,353,6.9,17.9,0.386,2.1,7.1,0.3,4.8,10.8,0.443,4.3,5.3,0.808,0.8,3.8,4.6,7.1,1.7,0.5,2.2,3.8,20.3,/gleague/players/f/feldeka01d.html,NA,Oakland,NA,G-League
2016-17,WCB,1,1,38,7.6,15.2,0.5,0,0,0,7.6,15.2,0.5,3.8,4.7,0.8,4.7,6.6,11.4,0.9,0.9,1.9,5.7,3.8,18.9,/gleague/players/f/feliccr01d.html,275,None,82,G-League
2017-18,WCB,8,8,278,7.8,13.3,0.583,0,0.3,0,7.8,13.1,0.594,2.5,3.1,0.792,3.6,7.8,11.4,2.7,1.6,2.7,3.2,3.8,18,/gleague/players/f/feliccr01d.html,275,None,82,G-League
2019-20,WCB,4,4,126,7.4,10.3,0.722,0.6,0.9,0.667,6.9,9.4,0.727,2.6,3.4,0.75,3.4,7.4,10.9,2,0.3,0.9,2.9,2.9,19.1,/gleague/players/f/feliccr01d.html,275,None,82,G-League
2016-17,LIN,34,21,780,5.4,12.4,0.437,0.9,3.7,0.247,4.5,8.6,0.519,2.5,4.2,0.593,2,4.1,6.1,2.2,1.8,0.7,2.4,4.6,14.2,/gleague/players/f/felixca01d.html,201,Arizona State,78,G-League
2017-18,OKL,48,3,789,4.9,12.9,0.379,1.8,5,0.358,3.1,7.9,0.393,2.9,3.5,0.829,0.5,3.2,3.7,4.7,1.5,0.1,2.1,2.6,14.4,/gleague/players/f/felixja01d.html,195,None,71,G-League
2019-20,SBL,29,2,585,5.6,12.6,0.444,1.3,3.8,0.339,4.3,8.8,0.49,1.5,2,0.781,0.6,2.9,3.4,5.4,1.6,0,3.3,3.3,15.4,/gleague/players/f/felixja01d.html,195,None,71,G-League
2016-17,TOT,40,34,1203,5.1,12,0.429,2,5.9,0.337,3.2,6.1,0.517,1.2,1.5,0.804,0.7,4,4.7,3.2,2.3,0.8,2.2,2.6,13.5,/gleague/players/f/fellsco01d.html,NA,NC State,NA,G-League
2017-18,OKL,3,3,93,6.6,13.9,0.472,1.9,7,0.278,4.6,7,0.667,1.9,2.7,0.714,1.2,3.5,4.6,1.2,1.5,0,3.1,2.7,17,/gleague/players/f/fergute01d.html,NA,None,NA,G-League
2019-20,CPK,2,2,47,7.7,13.8,0.556,0,1.5,0,7.7,12.3,0.625,0,0.8,0,0.8,5.4,6.1,5.4,1.5,3.8,5.4,1.5,15.3,/gleague/players/f/fernabr01d.html,240,Maryland,81,G-League
2016-17,TOT,32,0,246,2.2,4.7,0.469,0,0,0,2.2,4.7,0.469,0.6,0.7,0.8,4,5.1,9.1,0.4,0.7,2.9,2.5,7.9,5,/gleague/players/f/fernava01d.html,NA,Valparaiso,NA,G-League
2016-17,LIN,18,18,642,6.2,14.7,0.422,2.7,6.9,0.398,3.5,7.9,0.443,3.6,4,0.903,0.6,2.4,3,5.8,1.5,0.1,2.1,2.8,18.8,/gleague/players/f/ferreyo01d.html,NA,Indiana,NA,G-League
2020-21,SLS,14,14,396,7.1,15.7,0.451,2.8,7.3,0.388,4.3,8.5,0.505,1.5,1.5,1,0.5,2.9,3.5,5.1,1.6,0.2,2.8,2.4,19.6,/gleague/players/f/ferreyo01d.html,NA,Indiana,NA,G-League
2018-19,ACC,49,29,1354,4.7,11.6,0.406,2.1,5.8,0.356,2.7,5.8,0.457,1.4,1.7,0.813,0.3,2.2,2.5,5.4,1.1,0.3,2,1.9,12.9,/gleague/players/f/fieldbr01d.html,195,Nevada,76,G-League
2019-20,TEX,38,11,806,5.9,15.3,0.385,2.1,6.8,0.314,3.8,8.5,0.442,1.3,2.2,0.612,0.4,3.6,4,9.7,1.1,0.2,3.8,2.4,16.3,/gleague/players/f/fieldbr01d.html,195,Nevada,76,G-League
2018-19,TOT,11,0,84,2.6,10.3,0.25,1.7,8.6,0.2,0.9,1.7,0.5,1.3,2.1,0.6,0.9,3,3.9,1.7,1.7,0,1.3,4.7,8.1,/gleague/players/f/fishema01d.html,NA,None,NA,G-League
2020-21,ACC,14,6,368,5.8,12.3,0.468,1.6,4.5,0.348,4.2,7.8,0.538,1.5,1.6,0.938,0.7,4.8,5.5,2.1,0.5,0.3,2,3.2,15.2,/gleague/players/f/fittsma01d.html,NA,Saint Mary's,NA,G-League
2019-20,SFL,24,0,377,2.8,9.3,0.299,2.5,8.5,0.292,0.3,0.8,0.375,0.4,0.5,0.8,0.5,3,3.4,1.2,0.7,0.4,1.1,2.5,8.8,/gleague/players/f/flattsk01d.html,210,None,78,G-League
2017-18,RAP,4,0,14,2.6,5.1,0.5,2.6,5.1,0.5,0,0,0,0,0,0,2.6,2.6,5.1,2.6,0,0,2.6,2.6,7.7,/gleague/players/f/flemmch01d.html,198,None,77,G-League
2018-19,SLS,9,0,70,4.1,9.8,0.421,2.6,7.2,0.357,1.5,2.6,0.6,0,0,0,0,3.1,3.1,2.1,0.5,0.5,3.1,5.1,10.8,/gleague/players/f/fletctr01d.html,NA,None,NA,G-League
2020-21,RAP,6,6,207,8,18.1,0.442,3.1,7.7,0.409,4.9,10.4,0.467,1.9,2.1,0.917,0.9,3.8,4.7,5.9,1.6,0.3,2.1,3.1,21.7,/gleague/players/f/flynnma01d.html,NA,San Diego State,NA,G-League
2016-17,TEX,49,7,797,4.4,10.3,0.428,1.3,3.7,0.358,3.1,6.7,0.466,0.4,0.7,0.6,0.7,1.8,2.5,5.5,1.4,0.2,2.5,3.7,10.6,/gleague/players/f/fonvibr01d.html,180,None,73,G-League
2017-18,TEX,30,0,446,3.1,9.5,0.331,1.8,5.2,0.338,1.4,4.3,0.321,0.4,0.5,0.833,0.6,1.9,2.5,4.2,1,0.2,1.9,2.1,8.5,/gleague/players/f/fonvibr01d.html,180,None,73,G-League
2016-17,AUS,19,19,674,8.4,16.8,0.502,3,6.5,0.459,5.4,10.3,0.528,3.9,4.5,0.869,0.4,3.2,3.5,2.7,1.3,0.1,2.5,2.3,23.8,/gleague/players/f/forbebr01d.html,NA,Michigan State,NA,G-League
2016-17,LIN,20,3,394,4.4,12.8,0.343,2.2,6.7,0.329,2.2,6.1,0.358,1.8,2.3,0.8,1.5,3.3,4.8,2.3,0.7,0.1,2.1,4.4,12.8,/gleague/players/f/forbega01d.html,220,UMass,79,G-League
2020-21,ACC,15,3,408,7.1,15.2,0.471,2.6,5.8,0.439,4.6,9.4,0.491,1.1,1.1,0.923,0.8,2.3,3.1,4.5,1,0,1.1,2.1,18.4,/gleague/players/f/fordjo01d.html,NA,Saint Mary's,NA,G-League
2016-17,SLS,26,15,505,2.9,8.6,0.342,1.3,4.6,0.281,1.6,4,0.411,1.4,1.7,0.833,1.5,6.8,8.3,2.7,1.7,0.7,1.7,3.3,8.6,/gleague/players/f/fordqu01d.html,NA,Northeastern,NA,G-League
2016-17,LOS,30,8,335,4.1,8.3,0.494,0.1,0.1,1,4,8.2,0.487,0.5,0.8,0.714,3.3,6.8,10.1,0.5,0.5,5.4,1.4,6.3,8.8,/gleague/players/f/fosteda01d.html,NA,None,NA,G-League
2017-18,TOT,23,0,204,4.9,12.5,0.394,2.8,6.7,0.421,2.1,5.8,0.364,1.9,2.5,0.786,2.1,5.3,7.4,0.7,0.7,0.9,1.9,4.6,14.6,/gleague/players/f/fosteke01d.html,230,None,80,G-League
2016-17,FOR,5,0,48,5.2,9.7,0.538,0.7,1.5,0.5,4.5,8.2,0.545,5.2,7.5,0.7,0,1.5,1.5,5.2,1.5,1.5,3,6,16.5,/gleague/players/f/fowlech01d.html,NA,None,NA,G-League
2019-20,WOL,20,0,167,4.1,10.3,0.396,2.4,6.5,0.367,1.7,3.9,0.444,0.9,0.9,1,0.4,2.6,3,2.4,1.1,0.2,1.3,1.9,11.9,/gleague/players/f/francbr01d.html,NA,None,NA,G-League
2019-20,RIO,3,0,24,1.5,3,0.5,1.5,3,0.5,0,0,0,0,3,0,3,6,9,0,0,0,6,3,4.5,/gleague/players/f/francda01d.html,210,None,76,G-League
2019-20,TOT,36,28,1160,6.9,14.3,0.485,2.7,7.4,0.36,4.3,6.9,0.62,1.7,2.1,0.824,1.8,5.5,7.2,1.8,0.9,0.6,2,3.3,19.4,/gleague/players/f/frankro01d.html,225,Washington State,79,G-League
2020-21,LKL,14,12,343,6.3,12.5,0.504,2.2,6.2,0.356,4.1,6.3,0.65,1.9,2.4,0.783,1.7,8.1,9.8,2.2,0.4,0.6,2.5,3.3,17.7,/gleague/players/f/frankro01d.html,225,Washington State,79,G-League
2017-18,MEM,14,2,317,5.8,14.3,0.405,1.8,5.6,0.327,4,8.7,0.455,1.7,1.8,0.938,1,5.1,6.1,5.8,1,0.1,2.2,3.6,15.1,/gleague/players/f/frazijj01d.html,NA,None,NA,G-League
2018-19,LKL,18,18,540,5.5,12.2,0.454,1,2.6,0.385,4.5,9.6,0.472,2.5,3.7,0.691,1.5,4.2,5.7,2,1.9,0.2,2.1,2.9,14.6,/gleague/players/f/frazime01d.html,200,Tulane,78,G-League
2019-20,LKL,23,23,850,6.8,13.6,0.503,1.4,4.2,0.323,5.5,9.4,0.584,1.6,2.5,0.655,1.1,5.3,6.4,2.2,2.2,0.6,2,2.5,17.7,/gleague/players/f/frazime01d.html,200,Tulane,78,G-League
2020-21,OKL,12,0,249,4,10.7,0.378,1.9,5.1,0.371,2.2,5.6,0.385,1,1.4,0.7,0.7,5.2,5.9,3,1.9,0.1,2.9,2.7,11.9,/gleague/players/f/frazime01d.html,200,Tulane,78,G-League
2018-19,RIO,45,39,1498,6.2,13.8,0.449,3.1,8,0.381,3.1,5.8,0.542,2.8,3.6,0.781,1.3,4.7,6.1,3.6,1.6,0.3,2.2,3,18.2,/gleague/players/f/frazimi01d.html,200,Florida,75,G-League
2019-20,RIO,17,17,478,7.1,17.5,0.405,3.3,10.2,0.326,3.8,7.3,0.515,0.9,1.5,0.6,1.1,3.2,4.3,2.9,1.6,0.5,2.3,2.7,18.8,/gleague/players/f/frazimi01d.html,200,Florida,75,G-League
2020-21,DBC,12,6,294,7.2,17.4,0.415,2.1,7.3,0.283,5.1,10,0.512,1.7,2.1,0.824,0.9,4,4.9,3.2,1.1,0.6,2.9,2.1,18.7,/gleague/players/f/frazimi01d.html,200,Florida,75,G-League
2016-17,GRR,39,18,886,3.6,9.6,0.373,1.1,3.4,0.325,2.5,6.2,0.399,0.7,1,0.75,0.4,4.3,4.7,3.5,1.1,0.2,1.1,2.6,9,/gleague/players/f/freemtr01d.html,NA,Old Dominion,NA,G-League
2017-18,WCB,4,0,51,4.9,12.7,0.389,0.7,2.1,0.333,4.2,10.6,0.4,1.4,1.4,1,2.1,3.5,5.6,0.7,0,0.7,0.7,4.9,12,/gleague/players/f/frinkje01d.html,230,None,79,G-League
2019-20,CPK,37,4,735,5,11.7,0.429,2.3,7.2,0.322,2.7,4.5,0.598,0.9,1.4,0.679,1.6,7.1,8.7,2,0.8,0.8,2,3.9,13.9,/gleague/players/g/gabrike01d.html,218,None,80,G-League
2018-19,OKL,49,48,1425,4.7,8.5,0.557,1,2.2,0.449,3.7,6.2,0.595,1.3,2.4,0.543,0.6,3.4,4,8.3,1.2,0.1,2.9,3.1,11.7,/gleague/players/g/gaddyab01d.html,195,None,75,G-League
2019-20,OKL,38,35,1254,5,10.4,0.483,1.3,3.1,0.43,3.7,7.3,0.506,1.3,1.8,0.754,0.6,2.8,3.4,9.3,0.5,0.2,3,2.5,13.4,/gleague/players/g/gaddyab01d.html,195,None,75,G-League
2019-20,WCB,3,3,86,10,12.6,0.8,0,0,0,10,12.6,0.8,0.4,2.5,0.167,2.9,6.7,9.6,0.8,2.5,3.3,3.3,4.2,20.9,/gleague/players/g/gaffoda01d.html,234,Arkansas,82,G-League
2016-17,SLS,46,30,1269,6.9,15.9,0.435,2.6,6.8,0.387,4.3,9.2,0.471,2.6,4.3,0.588,1.3,5.1,6.4,5,2.1,0.3,2.7,2.5,19,/gleague/players/g/gainesu01d.html,195,Georgia,73,G-League
2016-17,ERI,21,9,555,4.9,12.5,0.389,1,4.3,0.239,3.8,8.2,0.468,2.5,3.2,0.776,0.7,3.1,3.8,4.4,1.5,0.1,3,2.5,13.2,/gleague/players/g/gallora01d.html,NA,La Salle,NA,G-League
2019-20,FOR,29,8,476,6.9,14.4,0.476,1.9,6,0.316,5,8.5,0.589,1.1,1.8,0.625,3.5,4.7,8.2,1.7,0.8,2.6,1.1,3.5,17.4,/gleague/players/g/gantja01d.html,220,Louisiana,80,G-League
2020-21,FOR,3,0,16,6.8,15.8,0.429,2.3,6.8,0.333,4.5,9,0.5,0,0,0,2.3,0,2.3,2.3,0,2.3,2.3,4.5,15.8,/gleague/players/g/gantja01d.html,220,Louisiana,80,G-League
2018-19,WIS,13,0,64,2.3,4.5,0.5,0.6,1.1,0.5,1.7,3.4,0.5,0.6,0.6,1,1.1,2.3,3.4,3.4,1.1,0.6,2.8,3.9,5.6,/gleague/players/g/garbika01d.html,NA,None,NA,G-League
2016-17,AUS,49,1,1075,8.1,14.6,0.555,0,0.1,0.5,8.1,14.5,0.555,6.3,9.3,0.673,2.2,6.4,8.6,1.9,0.5,0.9,3.8,4.9,22.5,/gleague/players/g/garcich01d.html,NA,Seattle,NA,G-League
2019-20,SAN,11,0,125,5.2,11.8,0.439,1.2,3.7,0.308,4,8.1,0.5,0.9,1.2,0.75,0.6,3.5,4,8.6,1.7,0,5.2,3.7,12.7,/gleague/players/g/gardnki01d.html,155,None,67,G-League
2016-17,AUS,49,46,1429,5.1,10.9,0.468,1.5,3.4,0.43,3.6,7.5,0.485,2.2,2.8,0.768,0.5,3.8,4.2,2.5,1.8,0.9,2.9,3.3,13.8,/gleague/players/g/garinpa01d.html,NA,George Washington,NA,G-League
2018-19,GRR,42,0,683,4.5,13.1,0.341,3.5,10,0.347,1,3.1,0.322,0.8,0.9,0.882,0.3,3.1,3.4,2.4,1.5,0.2,2,3.2,13.2,/gleague/players/g/garnesh01d.html,NA,None,NA,G-League
2017-18,WES,50,14,1359,5.7,12.7,0.452,1,3.3,0.29,4.8,9.4,0.508,3.4,3.9,0.87,0.6,3.1,3.6,3.3,1.4,0.2,2.3,2.8,15.8,/gleague/players/g/garrebi01d.html,210,DePaul,78,G-League
2018-19,WES,48,32,1432,7.3,15.5,0.475,1.4,4.4,0.322,5.9,11.1,0.535,3.9,4.5,0.856,0.3,3.7,4,4.4,1.1,0.2,2.5,2.7,20,/gleague/players/g/garrebi01d.html,210,DePaul,78,G-League
2020-21,LKL,13,7,382,5,13.1,0.381,1.2,4,0.31,3.8,9.1,0.412,1.9,2.3,0.833,0.5,3.1,3.6,6.5,0.8,0,2.5,3.3,14.3,/gleague/players/g/garrebi01d.html,210,DePaul,78,G-League
2016-17,TOT,7,0,108,5.3,12.7,0.421,2.3,5.3,0.438,3,7.3,0.409,0.3,0.7,0.5,0.3,5,5.3,3.3,0.3,0,2.3,3,13.3,/gleague/players/g/garyev01d.html,NA,None,NA,G-League
2016-17,IOW,2,2,31,2.3,8.1,0.286,2.3,7,0.333,0,1.2,0,0,0,0,2.3,3.5,5.8,0,3.5,0,2.3,1.2,7,/gleague/players/g/gatenma01d.html,NA,None,NA,G-League
2018-19,WCB,50,9,1299,5.4,13.2,0.408,3.8,10.1,0.375,1.6,3.1,0.513,3,3.9,0.786,1.4,7.5,8.8,2.6,1.3,0.5,1.4,3.1,17.7,/gleague/players/g/gateska01d.html,225,Xavier,79,G-League
2019-20,MAI,36,36,1174,4.6,11.4,0.402,2.5,7.7,0.331,2,3.7,0.55,1,1.5,0.694,1.3,6.7,8,2.1,0.9,0.6,1.7,2.8,13.4,/gleague/players/g/gateska01d.html,225,Xavier,79,G-League
2020-21,LIN,12,8,321,4,9.9,0.409,2.9,8.2,0.356,1.1,1.7,0.667,0.7,0.7,1,1,5.9,7,1.5,1.8,0.9,0.7,2.4,12.2,/gleague/players/g/gateska01d.html,225,Xavier,79,G-League
2016-17,GRR,16,16,560,4.4,10.5,0.421,2,6,0.333,2.4,4.6,0.535,1.5,2.1,0.719,0.8,3.6,4.4,1.8,1.9,0.3,1.2,1.5,12.3,/gleague/players/g/gbinimi01d.html,200,Syracuse,79,G-League
2017-18,SAN,28,20,767,4.4,10.2,0.427,1.7,5.5,0.308,2.7,4.7,0.564,1.2,1.7,0.694,0.6,3.1,3.8,2.4,1.2,0.7,1.2,2.1,11.6,/gleague/players/g/gbinimi01d.html,200,Syracuse,79,G-League
2018-19,SAN,46,29,1205,3.6,9.1,0.399,1.9,5.4,0.348,1.8,3.7,0.472,0.8,1.1,0.684,0.7,3.4,4.1,2.3,1.4,0.3,1.1,2.3,9.9,/gleague/players/g/gbinimi01d.html,200,Syracuse,79,G-League
2017-18,SFL,28,22,898,5.5,11,0.496,0.6,1.8,0.356,4.8,9.2,0.524,3.7,5.2,0.721,2.2,3.7,5.9,2.4,1.7,0.4,2.5,2.9,15.3,/gleague/players/g/geeal01d.html,220,Alabama,78,G-League
2016-17,MAI,45,40,1639,5.3,11.4,0.462,1.6,4.2,0.392,3.6,7.3,0.502,3.5,3.9,0.888,1.1,5.1,6.2,4.4,1,0.3,2,2.6,15.7,/gleague/players/g/georgma01d.html,NA,Georgia Tech,NA,G-League
2017-18,WOL,1,0,40,9,14.4,0.625,1.8,3.6,0.5,7.2,10.8,0.667,10.8,10.8,1,1.8,1.8,3.6,0,2.7,0.9,0.9,3.6,30.6,/gleague/players/g/georgma01d.html,NA,Georgia Tech,NA,G-League
2018-19,MAI,9,8,320,4.7,11,0.429,1.5,4.4,0.333,3.3,6.6,0.492,2.4,2.6,0.913,1.1,3.7,4.8,1.4,1.6,0.2,2.3,2.1,13.3,/gleague/players/g/georgma01d.html,NA,Georgia Tech,NA,G-League
2017-18,LKL,22,4,369,6.8,12.7,0.538,0.3,1.6,0.188,6.5,11.1,0.588,6.6,8.9,0.747,3.6,7.6,11.2,2.2,1.8,2.8,2.3,4.2,20.6,/gleague/players/g/gibsoxa01d.html,230,Florida State,83,G-League
2019-20,WES,4,0,13,2.8,13.8,0.2,2.8,13.8,0.2,0,0,0,0,2.8,0,0,8.3,8.3,2.8,5.5,0,0,2.8,8.3,/gleague/players/g/gildeka01d.html,NA,None,NA,G-League
2018-19,STK,4,1,91,14.6,26.9,0.544,3.2,4.4,0.727,11.5,22.5,0.509,3.6,5.5,0.643,2.8,8.7,11.5,4.7,0.8,1.6,4.7,5.9,36,/gleague/players/g/gilesha01d.html,NA,Duke,NA,G-League
2020-21,MEM,15,15,417,6.3,11.1,0.57,0,0.3,0,6.3,10.8,0.584,0.7,1.6,0.421,4.7,8.5,13.3,2.3,1.6,2.9,2.7,4.3,13.6,/gleague/players/g/gillefr01d.html,NA,Baylor,NA,G-League
2017-18,SWR,50,11,1008,4.5,7.8,0.583,0,0.1,0.333,4.5,7.7,0.586,2.6,3.5,0.755,3,4.6,7.6,0.8,0.4,0.7,1.5,4.3,11.7,/gleague/players/g/gilllg01d.html,210,None,80,G-League
2018-19,WOL,36,14,501,5.1,9.5,0.538,0.4,0.5,0.714,4.7,9,0.528,1.6,2.8,0.564,3.2,3.5,6.7,1.1,0.5,0.4,1.4,5.5,12.1,/gleague/players/g/gilllg01d.html,210,None,80,G-League
2019-20,WOL,33,15,497,3.5,7,0.495,0.5,1.9,0.269,3,5.1,0.577,1.2,1.5,0.762,1.7,5.6,7.3,1.2,0.8,0.7,1.7,4.1,9.2,/gleague/players/g/gilllg01d.html,210,None,80,G-League
2017-18,TOT,33,8,584,5.8,12.8,0.452,1.8,5.2,0.341,4,7.6,0.528,4.9,6.1,0.808,0.6,2.3,2.9,6.7,1.4,0.2,3.9,2.4,18.3,/gleague/players/g/gillojo01d.html,178,None,72,G-League
2018-19,TOT,46,32,1351,4.6,10.8,0.424,1.9,5,0.37,2.7,5.8,0.47,5.4,6.1,0.882,0.2,3.1,3.3,7.3,1.1,0.2,3.3,2.6,16.4,/gleague/players/g/gillojo01d.html,178,None,72,G-League
2020-21,SLS,12,3,196,3.1,6.1,0.515,0,0,0,3.1,6.1,0.515,1.3,2,0.636,2,4.8,6.8,1.3,0.7,4,2,5.7,8.6,/gleague/players/g/gillro01d.html,255,Seton Hall,86,G-League
2019-20,WIS,29,2,452,4.6,10.8,0.426,1.1,4.5,0.246,3.5,6.3,0.557,1.3,1.9,0.667,1.2,5.5,6.7,2.6,1.6,0.3,2.5,3.9,12.6,/gleague/players/g/gilmole01d.html,215,None,79,G-League
2018-19,WES,50,5,648,4.4,10.2,0.437,1.7,4.7,0.353,2.8,5.4,0.51,2.3,4,0.569,2.1,5.2,7.3,1.6,1,2.3,1.8,4.9,12.8,/gleague/players/g/golomgy02d.html,NA,None,NA,G-League
2019-20,WCB,11,0,63,1.1,6.3,0.182,0.6,3.4,0.167,0.6,2.9,0.2,0.6,1.7,0.333,1.1,0.6,1.7,1.7,1.1,1.1,1.7,4.6,4,/gleague/players/g/goodmda01d.html,200,None,79,G-League
2016-17,SWR,34,33,1112,6.1,14,0.438,0.7,3.2,0.235,5.4,10.8,0.497,5.8,8,0.724,1.7,4.1,5.8,2.5,1.3,0.3,2.6,2.3,18.7,/gleague/players/g/goodwar01d.html,198,Kentucky,77,G-League
2017-18,TOT,34,28,1092,7.5,14.3,0.524,0.8,2.4,0.315,6.8,11.9,0.566,5.5,7.8,0.706,1.3,5.3,6.6,3.4,1.8,0.3,3.2,2.9,21.3,/gleague/players/g/goodwar01d.html,198,Kentucky,77,G-League
2018-19,MAI,29,5,857,7.7,16.7,0.461,1,4.2,0.242,6.7,12.5,0.534,4.3,6.8,0.636,1.6,4.8,6.4,4.8,1.5,0.8,3,2.3,20.7,/gleague/players/g/goodwar01d.html,198,Kentucky,77,G-League
2018-19,TOT,27,25,955,8.3,16.9,0.491,2.2,5.8,0.383,6.1,11.1,0.548,2.9,4,0.724,1.3,5.6,6.9,5.2,1.5,0.2,2.5,2,21.7,/gleague/players/g/goodwbr01d.html,180,Florida Gulf Coast,72,G-League
