Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Player_href,Weight,College,Height
2016-17,19,PHO,NBA,PF,82,75,1743,5.9,13.1,0.449,1.5,4.6,0.321,4.4,8.4,0.52,2.3,3.7,0.624,2,5.2,7.2,1.2,1.4,1.4,2.2,5.4,15.6,Marquese Chriss,/players/c/chrisma01.html,240,Washington,81
2017-18,20,PHO,NBA,PF,72,49,1527,4.8,11.2,0.423,1.3,4.5,0.295,3.4,6.8,0.509,2.3,3.7,0.608,1.8,7.5,9.3,2,1.2,1.7,2.5,4.8,13.1,Marquese Chriss,/players/c/chrisma01.html,240,Washington,81
2018-19,21,TOT,NBA,PF,43,2,499,4.8,13,0.372,1.2,5.2,0.222,3.7,7.8,0.472,2.3,3.2,0.711,2.9,7.4,10.2,1.6,1.2,0.8,2.6,5.8,13.1,Marquese Chriss,/players/c/chrisma01.html,240,Washington,81
2019-20,22,GSW,NBA,PF,59,21,1196,6.3,11.6,0.545,0.2,1.2,0.205,6.1,10.4,0.584,3.6,4.7,0.769,3.4,7.6,11,3.4,1.2,1.9,2.3,3.7,16.5,Marquese Chriss,/players/c/chrisma01.html,240,Washington,81
2020-21,23,GSW,NBA,PF,2,0,27,6.7,18.7,0.357,1.3,6.7,0.2,5.3,12,0.444,2.7,5.3,0.5,4,13.3,17.3,2.7,0,2.7,2.7,4,17.3,Marquese Chriss,/players/c/chrisma01.html,240,Washington,81
2016-17,25,IND,NBA,PF,29,0,219,3.1,7.1,0.442,0,0,0,3.1,7.1,0.442,3.5,4.8,0.724,4.3,4.9,9.2,0.7,0.5,1,1.3,6.1,9.7,Rakeem Christmas,/players/c/chrisra01.html,250,Syracuse,81
2016-17,24,OKC,NBA,PG,64,1,973,2.8,8.3,0.345,0.4,2.3,0.19,2.4,5.9,0.406,0.6,1.1,0.548,0.7,2.5,3.2,4.8,1,0.3,1.6,2.9,6.8,Semaj Christon,/players/c/chrisse01.html,190,Xavier,75
2018-19,24,HOU,NBA,PF,51,2,641,2.8,8.5,0.331,2.3,7.8,0.297,0.5,0.7,0.692,0.4,0.4,1,1.3,5.2,6.5,1,1.1,1.5,0.4,2.6,8.3,Gary Clark,/players/c/clarkga01.html,225,Cincinnati,78
2019-20,25,TOT,NBA,"PF,SF",42,5,567,3.4,8.4,0.406,2.5,7,0.351,1,1.4,0.682,0.6,0.6,0.9,2.3,4.6,7,1.1,0.4,1.4,0.6,2.9,9.9,Gary Clark,/players/c/clarkga01.html,225,Cincinnati,78
2020-21,26,TOT,NBA,"PF,SF",39,11,654,2.2,7.3,0.303,1.7,5.9,0.287,0.5,1.3,0.375,0.4,0.6,0.8,1.8,4.5,6.3,1.7,0.7,0.4,0.9,1.9,6.6,Gary Clark,/players/c/clarkga01.html,225,Cincinnati,78
2016-17,25,GSW,NBA,SG,77,0,1137,6.7,13.7,0.487,1.9,5.2,0.374,4.7,8.5,0.556,1.4,1.8,0.759,0.7,3.1,3.8,2.8,1.2,0.3,1.7,2.4,16.7,Ian Clark,/players/c/clarkia01.html,175,Belmont,75
2017-18,26,NOP,NBA,SG,74,2,1455,5.5,12.2,0.448,1.5,4.8,0.318,4,7.4,0.533,1.1,1.5,0.763,0.2,2.9,3.1,2.7,0.8,0.2,1.4,3,13.6,Ian Clark,/players/c/clarkia01.html,175,Belmont,75
2018-19,27,NOP,NBA,SG,60,6,973,5.6,14.2,0.394,2.4,7.5,0.327,3.1,6.7,0.47,1.2,1.4,0.892,0.5,2.8,3.3,3.5,0.8,0.3,2.1,3.5,14.8,Ian Clark,/players/c/clarkia01.html,175,Belmont,75
2019-20,23,MEM,NBA,PF,58,4,1300,8.2,13.3,0.618,0.6,1.8,0.359,7.6,11.5,0.658,2.4,3.1,0.759,2.5,7,9.6,2.2,0.9,1.3,1.5,2.8,19.4,Brandon Clarke,/players/c/clarkbr01.html,215,Gonzaga,80
2020-21,24,MEM,NBA,PF,59,16,1415,6.5,12.6,0.517,0.5,2,0.26,6,10.6,0.565,2,2.9,0.69,2.5,5.9,8.3,2.4,1.5,1.3,0.8,2.1,15.5,Brandon Clarke,/players/c/clarkbr01.html,215,Gonzaga,80
2016-17,24,LAL,NBA,SG,82,19,2397,7.2,16.1,0.445,1.8,5.3,0.329,5.4,10.7,0.503,2,2.5,0.798,0.7,3,3.7,3.2,1.3,0.1,2.5,2.3,18.1,Jordan Clarkson,/players/c/clarkjo01.html,194,Missouri,76
2017-18,25,TOT,NBA,SG,81,2,1888,8.2,18.2,0.451,2.1,6.1,0.352,6.1,12.1,0.5,2.9,3.6,0.8,1.1,3.1,4.1,4.2,1.1,0.1,2.4,2,21.4,Jordan Clarkson,/players/c/clarkjo01.html,194,Missouri,76
2018-19,26,CLE,NBA,SG,81,0,2214,8.6,19.2,0.448,2.3,7.2,0.324,6.3,12,0.524,2.6,3.1,0.844,1.3,3.1,4.4,3.2,0.9,0.2,2.2,1.8,22.2,Jordan Clarkson,/players/c/clarkjo01.html,194,Missouri,76
2019-20,27,TOT,NBA,SG,71,2,1705,8.3,18.3,0.454,3.2,8.7,0.368,5.1,9.6,0.533,2.9,3.5,0.836,1.1,2.9,3.9,2.9,1,0.3,2,2.3,22.8,Jordan Clarkson,/players/c/clarkjo01.html,194,Missouri,76
2020-21,28,UTA,NBA,SG,68,1,1818,9,21.3,0.425,4.1,11.9,0.347,4.9,9.4,0.523,2.6,2.9,0.896,0.9,4.5,5.4,3.3,1.2,0.2,2.3,2.2,24.8,Jordan Clarkson,/players/c/clarkjo01.html,194,Missouri,76
2017-18,24,DAL,NBA,SG,7,0,64,3.4,10.1,0.333,3.4,8.4,0.4,0,1.7,0,1.1,1.1,1,0.6,3.4,3.9,1.7,1.1,0,1.1,4.5,11.3,Gian Clavell,/players/c/clavegi01.html,185,Colorado State,76
2019-20,20,BRK,NBA,C,15,0,187,5.2,9.2,0.563,0.2,1.3,0.143,5,7.9,0.634,2.1,4,0.524,3.7,4.8,8.5,3.1,0.2,1.5,1.7,2.7,12.7,Nicolas Claxton,/players/c/claxtni01.html,215,Georgia,83
2020-21,21,BRK,NBA,C,32,1,594,5.5,8.8,0.621,0.1,0.3,0.2,5.4,8.5,0.636,1.9,3.9,0.484,2.6,7.5,10.1,1.7,1.4,2.4,1.1,4.1,12.8,Nicolas Claxton,/players/c/claxtni01.html,215,Georgia,83
2019-20,22,HOU,NBA,SG,33,0,291,7.1,17.6,0.401,4.6,13.2,0.346,2.5,4.3,0.571,1.2,1.4,0.909,0.5,3.2,3.7,3.3,1.1,0.7,2.4,3.2,19.9,Chris Clemons,/players/c/clemoch01.html,180,Campbell,69
2017-18,23,TOT,NBA,SG,17,0,123,2.3,6.1,0.381,0.9,1.2,0.75,1.5,5,0.294,1.2,1.8,0.667,0.9,3.2,4.1,0.6,2,1.5,2,6.7,6.7,Antonius Cleveland,/players/c/clevean01.html,195,SE Missouri State,77
2019-20,25,DAL,NBA,SG,11,0,46,3.1,11,0.286,0,2.3,0,3.1,8.6,0.364,2.3,3.9,0.6,1.6,3.9,5.5,0.8,0.8,2.3,1.6,6.3,8.6,Antonius Cleveland,/players/c/clevean01.html,195,SE Missouri State,77
2019-20,22,LAC,NBA,SG,18,1,159,5.2,12.2,0.426,1.4,4.3,0.316,3.8,7.9,0.486,1.4,2.5,0.545,0.9,2.7,3.6,3.2,1.1,0.5,1.8,4.5,13.1,Amir Coffey,/players/c/coffeam01.html,210,Minnesota,79
2020-21,23,LAC,NBA,SG,44,1,394,4.1,9.4,0.437,2.1,5.1,0.411,2,4.3,0.468,2.5,3.5,0.711,0.9,3.1,4,2,0.9,0,1.4,2.7,12.8,Amir Coffey,/players/c/coffeam01.html,210,Minnesota,79
2016-17,28,OKC,NBA,PG,13,0,125,4.6,15,0.308,0.9,3.7,0.231,3.7,11.2,0.333,2.3,2.9,0.8,0,3.2,3.2,4,2.3,0,2,5.2,12.4,Norris Cole,/players/c/coleno01.html,175,Cleveland State University,74
2017-18,20,ATL,NBA,PF,74,26,1785,6.3,11,0.576,0.3,0.9,0.34,6,10,0.598,2.7,3.8,0.715,3.5,7.4,10.9,2,0.9,1.6,2.1,4.3,15.7,John Collins,/players/c/collijo01.html,235,Wake Forest,81
2018-19,21,ATL,NBA,PF,61,59,1829,9.2,16.4,0.56,1.1,3.1,0.348,8.1,13.2,0.609,4,5.2,0.763,4.3,7.4,11.7,2.4,0.4,0.8,2.4,3.9,23.4,John Collins,/players/c/collijo01.html,235,Wake Forest,81
2019-20,22,ATL,NBA,PF,41,41,1363,9.3,16,0.583,1.6,3.9,0.401,7.8,12.1,0.642,3.2,4,0.8,3.1,7.9,11,1.6,0.8,1.7,2,3.6,23.4,John Collins,/players/c/collijo01.html,235,Wake Forest,81
2020-21,23,ATL,NBA,PF,63,63,1848,8.4,15,0.556,1.6,4.1,0.399,6.7,11,0.615,3.3,4,0.833,2.3,6.8,9.1,1.5,0.7,1.2,1.6,3.8,21.6,John Collins,/players/c/collijo01.html,235,Wake Forest,81
2017-18,20,POR,NBA,C,66,1,1045,4,10,0.398,1.2,3.9,0.31,2.8,6.1,0.455,0.9,1.4,0.643,1.6,6.1,7.6,1.8,0.6,1.1,2,4.6,10.1,Zach Collins,/players/c/colliza01.html,250,Gonzaga,83
2018-19,21,POR,NBA,C,77,0,1356,5,10.6,0.473,1.1,3.2,0.331,4,7.4,0.534,2.5,3.3,0.746,2.9,5.7,8.6,1.9,0.7,1.8,2,4.6,13.6,Zach Collins,/players/c/colliza01.html,250,Gonzaga,83
2019-20,22,POR,NBA,PF,11,11,290,4,8.4,0.471,0.9,2.4,0.368,3.1,6.1,0.51,0.7,1,0.75,3.1,5.5,8.6,2,0.6,0.6,1.7,4.5,9.6,Zach Collins,/players/c/colliza01.html,250,Gonzaga,83
2017-18,26,DAL,NBA,SF,32,2,480,2.8,7.4,0.384,0.3,1.3,0.235,2.5,6.1,0.415,1.6,3,0.525,2.4,5.6,8,4.2,1.3,0.7,1.8,3.3,7.6,Kyle Collinsworth,/players/c/colliky01.html,210,BYU,78
2016-17,29,SAC,NBA,PG,68,64,2063,5.9,12.5,0.476,1.3,3.1,0.417,4.7,9.4,0.495,2.6,3,0.86,0.4,2.3,2.7,5.4,1.2,0.2,2,2.1,15.7,Darren Collison,/players/c/collida01.html,175,UCLA,72
2017-18,30,IND,NBA,PG,69,64,2018,5.6,11.4,0.495,1.7,3.7,0.468,3.9,7.7,0.508,2.3,2.6,0.882,0.7,2.5,3.2,6.6,1.6,0.3,1.5,2.2,15.3,Darren Collison,/players/c/collida01.html,175,UCLA,72
2018-19,31,IND,NBA,PG,76,76,2143,5.2,11.1,0.467,1.3,3.3,0.407,3.8,7.8,0.492,2.7,3.2,0.832,0.6,3.3,3.9,7.7,1.8,0.2,2.1,2.3,14.3,Darren Collison,/players/c/collida01.html,175,UCLA,72
2016-17,36,OKC,NBA,PF,20,0,128,3.9,6.5,0.609,0,0.3,0,3.9,6.2,0.636,1.4,2.3,0.625,2.5,6.2,8.7,3.4,0.6,0.6,1.1,4.8,9.3,Nick Collison,/players/c/collini01.html,255,Kansas,82
2017-18,37,OKC,NBA,PF,15,0,75,6.2,9.1,0.684,0,0,0,6.2,9.1,0.684,2.4,6.2,0.385,3.4,6.2,9.6,1.9,0,0,3.4,3.4,14.9,Nick Collison,/players/c/collini01.html,255,Kansas,82
2018-19,23,MIL,NBA,SF,8,2,98,4.8,14.3,0.333,1.8,7.7,0.238,2.9,6.6,0.444,2.9,3.3,0.889,2.9,8.1,11,1.1,1.8,0.4,1.1,1.1,14.3,Bonzie Colson,/players/c/colsobo01.html,224,Notre Dame,78
2016-17,29,MEM,NBA,PG,69,68,2292,7.3,15.8,0.46,2.7,6.6,0.408,4.6,9.3,0.497,5,5.8,0.859,0.5,3.3,3.8,6.8,1.4,0.3,2.5,2,22.2,Mike Conley,/players/c/conlemi01.html,175,Ohio State,73
2017-18,30,MEM,NBA,PG,12,12,373,6.2,16.2,0.381,2.3,7.4,0.312,3.9,8.8,0.44,5.1,6.4,0.803,0,2.6,2.6,4.7,1.2,0.3,1.7,2.3,19.8,Mike Conley,/players/c/conlemi01.html,175,Ohio State,73
2018-19,31,MEM,NBA,PG,70,70,2342,7.5,17.2,0.438,2.4,6.5,0.364,5.1,10.7,0.483,5.3,6.2,0.845,0.6,3.1,3.7,6.9,1.4,0.3,2,1.9,22.7,Mike Conley,/players/c/conlemi01.html,175,Ohio State,73
2019-20,32,UTA,NBA,PG,47,41,1363,6.1,15,0.409,2.5,6.8,0.375,3.6,8.2,0.437,3,3.7,0.827,0.9,3.1,4,5.5,1,0.1,2.4,2.7,17.8,Mike Conley,/players/c/conlemi01.html,175,Ohio State,73
2020-21,33,UTA,NBA,PG,51,51,1498,6.8,15.4,0.444,3.3,8.1,0.412,3.5,7.3,0.479,2.9,3.4,0.852,0.9,3.4,4.3,7.3,1.7,0.2,2.4,2.4,19.9,Mike Conley,/players/c/conlemi01.html,175,Ohio State,73
2016-17,24,POR,NBA,SG,39,1,316,4.2,8.2,0.514,1.9,3.8,0.515,2.3,4.4,0.513,0.8,1,0.778,1.1,4.8,5.9,3.2,0.7,0.2,1.9,2.6,11.2,Pat Connaughton,/players/c/connapa01.html,209,Notre Dame,77
2017-18,25,POR,NBA,SG,82,5,1488,4,9.4,0.423,1.8,5.1,0.352,2.2,4.4,0.506,0.9,1.1,0.841,0.9,3,3.9,2.2,0.6,0.5,1,2.9,10.7,Pat Connaughton,/players/c/connapa01.html,209,Notre Dame,77
2018-19,26,MIL,NBA,SG,61,2,1261,4.7,10,0.466,1.9,5.7,0.33,2.8,4.3,0.647,0.8,1.1,0.725,1.7,5.6,7.4,3.5,0.9,0.7,0.9,2.3,12,Pat Connaughton,/players/c/connapa01.html,209,Notre Dame,77
2019-20,27,MIL,NBA,SG,67,4,1243,4,8.7,0.455,1.6,4.8,0.331,2.4,3.9,0.607,0.9,1.2,0.775,1.7,6.5,8.2,3.1,0.7,0.9,1.5,2,10.4,Pat Connaughton,/players/c/connapa01.html,209,Notre Dame,77
2020-21,28,MIL,NBA,SG,69,4,1575,3.8,8.8,0.434,2.3,6.2,0.371,1.5,2.6,0.583,0.7,0.9,0.775,1.4,6.1,7.6,1.9,1.1,0.5,0.8,2.3,10.7,Pat Connaughton,/players/c/connapa01.html,209,Notre Dame,77
2016-17,23,TOT,NBA,PG,14,0,188,6.3,12.6,0.5,2.1,5,0.423,4.2,7.7,0.55,0.4,1,0.4,0.2,1.1,1.3,5,0.8,0,2.5,2.5,15.1,Quinn Cook,/players/c/cookqu01.html,180,Duke,73
2017-18,24,GSW,NBA,PG,33,18,740,5.9,12.3,0.484,2.2,5.1,0.442,3.7,7.2,0.514,1.1,1.2,0.88,0.5,3.5,4,4.3,0.6,0,1.6,2.9,15.2,Quinn Cook,/players/c/cookqu01.html,180,Duke,73
2018-19,25,GSW,NBA,PG,74,10,1059,6.9,14.9,0.465,2.8,6.8,0.405,4.2,8.1,0.515,0.7,0.9,0.769,0.7,4.6,5.3,3.9,0.7,0.1,1.7,3.1,17.3,Quinn Cook,/players/c/cookqu01.html,180,Duke,73
2019-20,26,LAL,NBA,PG,44,1,508,6.4,15.2,0.425,2.2,6,0.365,4.3,9.1,0.465,0.8,1,0.786,0.8,2.8,3.6,3.5,0.9,0.1,2.3,1.9,15.9,Quinn Cook,/players/c/cookqu01.html,180,Duke,73
2020-21,27,TOT,NBA,PG,23,0,157,6.6,15.6,0.426,2.5,6,0.423,4.1,9.6,0.429,1.6,1.8,0.875,0.5,3.4,3.9,4.1,0.9,0.2,1.6,2.3,17.4,Quinn Cook,/players/c/cookqu01.html,180,Duke,73
2019-20,22,TOT,NBA,"PF,SF",13,0,54,5.3,8,0.667,0,0,0,5.3,8,0.667,4.7,5.3,0.875,4,5.3,9.3,0.7,2,0,2,3.3,15.3,Tyler Cook,/players/c/cookty01.html,255,Iowa,80
2020-21,23,TOT,NBA,"PF,SF",32,1,438,5.7,8.5,0.67,0.1,0.2,0.5,5.6,8.3,0.673,1.4,2.9,0.486,2.3,5.5,7.8,1.4,0.7,0.2,1.7,2.9,12.8,Tyler Cook,/players/c/cookty01.html,255,Iowa,80
2017-18,23,NOP,NBA,SG,13,0,38,1.9,13.3,0.143,0.9,7.6,0.125,0.9,5.7,0.167,0.9,1.9,0.5,0,1.9,1.9,0.9,0.9,0,0.9,0,5.7,Charles Cooke,/players/c/cookech01.html,196,Dayton,77
2017-18,26,SAC,NBA,PF,7,0,87,5.4,11.2,0.481,0,0,0,5.4,11.2,0.481,5.8,7.9,0.737,5.8,6.6,12.4,2.5,0.4,0,1.2,5.4,16.6,Jack Cooley,/players/c/cooleja01.html,260,Notre Dame,81
2017-18,24,SAS,NBA,C,4,0,32,2.3,4.5,0.5,0,0,0,2.3,4.5,0.5,0,0,0,1.1,9,10.1,2.3,2.3,2.3,1.1,7.9,4.5,Matt Costello,/players/c/costema01.html,245,Michigan State,81
2016-17,26,TOT,NBA,C,72,72,2465,9.4,20.9,0.452,1.9,5.3,0.361,7.5,15.6,0.483,7.6,9.8,0.772,2.2,9.4,11.6,4.8,1.5,1.4,3.9,4.1,28.4,DeMarcus Cousins,/players/c/couside01.html,270,Kentucky,82
2017-18,27,NOP,NBA,C,48,48,1737,8.4,17.9,0.47,2.2,6.1,0.354,6.3,11.8,0.53,6.1,8.2,0.746,2.2,10.6,12.8,5.3,1.6,1.6,5,3.8,25.1,DeMarcus Cousins,/players/c/couside01.html,270,Kentucky,82
2018-19,28,GSW,NBA,C,30,30,771,8.3,17.3,0.48,1.2,4.4,0.274,7.1,12.9,0.551,4.9,6.7,0.736,2,9.5,11.5,5,1.9,2.1,3.4,5.1,22.8,DeMarcus Cousins,/players/c/couside01.html,270,Kentucky,82
2020-21,30,TOT,NBA,C,41,11,713,6.6,15.4,0.426,2.4,6.8,0.348,4.2,8.6,0.488,3,4.1,0.728,2.7,10.6,13.3,3.8,1.7,1.2,3.2,5.4,18.5,DeMarcus Cousins,/players/c/couside01.html,270,Kentucky,82
2016-17,26,PHI,NBA,SF,67,67,2119,5,12.4,0.399,2.3,7,0.333,2.6,5.4,0.484,2.4,3,0.822,1.6,5.8,7.4,1.7,2.2,1.2,2.2,3.4,14.7,Robert Covington,/players/c/covinro01.html,209,Tennessee State,79
2017-18,27,PHI,NBA,SF,80,80,2532,4.9,11.9,0.413,2.9,7.8,0.369,2,4.1,0.497,1.6,1.9,0.853,0.8,5.4,6.2,2.2,1.9,1,1.8,3.4,14.3,Robert Covington,/players/c/covinro01.html,209,Tennessee State,79
2018-19,28,TOT,NBA,SF,35,35,1203,4.7,10.8,0.431,2.5,6.7,0.378,2.1,4.1,0.518,2,2.7,0.764,0.8,4.9,5.8,1.4,2.2,1.4,1.4,3.8,13.9,Robert Covington,/players/c/covinro01.html,209,Tennessee State,79
2019-20,29,TOT,NBA,"C,PF",70,68,2137,5.1,12.2,0.422,2.7,8.1,0.335,2.4,4.1,0.593,1.7,2.1,0.798,1.1,6.7,7.8,1.5,1.9,1.6,1.7,3.7,14.7,Robert Covington,/players/c/covinro01.html,209,Tennessee State,79
2020-21,30,POR,NBA,PF,70,70,2243,3.3,8.2,0.401,2.2,5.7,0.379,1.1,2.5,0.451,0.8,1,0.806,1,6.5,7.5,1.9,1.6,1.3,1,3.1,9.5,Robert Covington,/players/c/covinro01.html,209,Tennessee State,79
2016-17,24,POR,NBA,SG,79,7,2254,4.8,10.3,0.468,2.1,4.8,0.444,2.7,5.5,0.49,1.7,2,0.847,0.3,3.3,3.6,1.5,0.9,0.3,1,2.7,13.5,Allen Crabbe,/players/c/crabbal01.html,212,California,77
2017-18,25,BRK,NBA,SG,75,68,2197,5.5,13.6,0.407,3.3,8.7,0.378,2.2,4.8,0.461,1.9,2.2,0.852,0.5,4.9,5.3,1.9,0.8,0.6,1.3,2.8,16.2,Allen Crabbe,/players/c/crabbal01.html,212,California,77
2018-19,26,BRK,NBA,SG,43,20,1133,4.4,11.9,0.367,3.1,8.2,0.378,1.2,3.6,0.342,1.3,1.8,0.732,0.5,4.2,4.7,1.5,0.7,0.4,1.5,3.2,13.1,Allen Crabbe,/players/c/crabbal01.html,212,California,77
2019-20,27,TOT,NBA,"SF,SG",37,1,653,3.5,9.8,0.356,2,6.6,0.303,1.5,3.2,0.466,0.6,0.8,0.714,0.6,3.6,4.2,1.8,0.8,0.2,0.9,2.6,9.5,Allen Crabbe,/players/c/crabbal01.html,212,California,77
2017-18,27,DEN,NBA,SF,39,5,629,3.5,7.8,0.453,1,3.3,0.293,2.6,4.5,0.57,1.3,2,0.629,2.3,5,7.3,1.4,0.7,0.9,1.1,3.6,9.3,Torrey Craig,/players/c/craigto01.html,221,USC Upstate,79
2018-19,28,DEN,NBA,SF,75,37,1503,3.8,8.7,0.442,1.5,4.5,0.324,2.4,4.2,0.569,1.2,1.7,0.7,2.1,4.2,6.3,1.7,0.9,1.1,1.1,4.2,10.3,Torrey Craig,/players/c/craigto01.html,221,USC Upstate,79
2019-20,29,DEN,NBA,SF,58,27,1072,4.2,9,0.461,1.5,4.6,0.326,2.7,4.4,0.603,0.7,1.2,0.611,2.1,4.2,6.3,1.6,0.8,1.2,0.8,4.5,10.6,Torrey Craig,/players/c/craigto01.html,221,USC Upstate,79
2020-21,30,TOT,NBA,SF,50,8,803,4.9,10.2,0.48,1.7,4.8,0.368,3.1,5.4,0.579,0.8,1,0.773,2.6,6.3,8.8,2.2,1.3,1.2,1.1,3.7,12.3,Torrey Craig,/players/c/craigto01.html,221,USC Upstate,79
2016-17,36,LAC,NBA,SG,82,1,2157,6,14.5,0.413,1.9,5.4,0.36,4.1,9.1,0.443,2.9,3.4,0.857,0.3,1.9,2.2,3.6,1,0.2,2.2,1.9,16.8,Jamal Crawford,/players/c/crawfja01.html,185,Michigan,77
2017-18,37,MIN,NBA,SG,80,0,1653,6.7,16.2,0.415,2.3,6.8,0.331,4.4,9.3,0.477,2.2,2.5,0.903,0.5,1.7,2.2,4,0.9,0.2,2.1,1.9,17.9,Jamal Crawford,/players/c/crawfja01.html,185,Michigan,77
2018-19,38,PHO,NBA,SG,64,0,1211,5.2,13,0.397,2,6,0.332,3.2,7,0.453,2.8,3.3,0.845,0.2,2.3,2.5,6.8,1,0.4,2.9,2.2,15.1,Jamal Crawford,/players/c/crawfja01.html,185,Michigan,77
2019-20,39,BRK,NBA,SG,1,0,6,12,24,0.5,6,12,0.5,6,12,0.5,0,0,0,0,0,0,18,0,0,0,6,30,Jamal Crawford,/players/c/crawfja01.html,185,Michigan,77
2016-17,28,NOP,NBA,SG,19,0,442,8.6,17.8,0.482,3,7.7,0.389,5.5,10,0.553,1.6,2.1,0.769,0.3,2.4,2.8,4.6,0.9,0.2,2,2.4,21.7,Jordan Crawford,/players/c/crawfjo02.html,195,Xavier,76
2017-18,29,NOP,NBA,SG,5,0,53,8.2,18.3,0.444,5.4,9.5,0.571,2.7,8.8,0.308,0.7,0.7,1,1.4,1.4,2.7,8.8,0.7,0.7,3.4,4.8,22.4,Jordan Crawford,/players/c/crawfjo02.html,195,Xavier,76
2018-19,26,TOT,NBA,SF,5,0,48,6,12,0.5,0,1.5,0,6,10.5,0.571,3.7,5.2,0.714,4.5,4.5,9,4.5,1.5,0,0.7,2.3,15.8,Mitch Creek,/players/c/creekmi01.html,216,None,77
2016-17,26,BOS,NBA,SF,72,72,2335,5.1,11.1,0.463,2.4,6.1,0.398,2.7,5,0.54,2.7,3.3,0.811,0.7,5.7,6.4,2.4,1.1,0.4,1.2,2.5,15.4,Jae Crowder,/players/c/crowdja01.html,235,Marquette,78
2017-18,27,TOT,NBA,SF,80,47,2090,4.7,11.6,0.404,1.9,5.9,0.323,2.8,5.7,0.488,2.1,2.5,0.818,1,3.7,4.7,1.7,1.1,0.4,1.3,3.2,13.3,Jae Crowder,/players/c/crowdja01.html,235,Marquette,78
2018-19,28,UTA,NBA,SF,80,11,2166,5.3,13.2,0.399,2.9,8.7,0.331,2.4,4.6,0.527,2.4,3.3,0.721,1,5.4,6.4,2.2,1.1,0.5,1.4,2.8,15.8,Jae Crowder,/players/c/crowdja01.html,235,Marquette,78
2019-20,29,TOT,NBA,"PF,SF",65,53,1875,4.3,10.8,0.401,2.6,7.6,0.343,1.7,3.2,0.538,1.9,2.4,0.776,1,6.4,7.4,3.1,1.4,0.5,1.3,2.7,13.1,Jae Crowder,/players/c/crowdja01.html,235,Marquette,78
2020-21,30,PHO,NBA,PF,60,42,1648,4.3,10.7,0.404,3.2,8.3,0.389,1.1,2.4,0.455,1.2,1.6,0.76,0.7,5.5,6.2,2.8,1,0.6,1.2,2.7,13.2,Jae Crowder,/players/c/crowdja01.html,235,Marquette,78
2019-20,20,MIN,NBA,SG,63,35,1506,5.5,13.6,0.404,1.6,5.3,0.299,3.9,8.3,0.471,1.3,2.8,0.462,1.7,3.4,5.1,2.6,1.4,0.9,1.9,3,13.9,Jarrett Culver,/players/c/culveja01.html,195,Texas Tech,78
2020-21,21,MIN,NBA,SG,34,7,499,5,12.1,0.411,0.9,3.8,0.245,4,8.3,0.487,2.1,3.5,0.604,2.5,5.1,7.5,1.7,1.2,0.6,2,4.2,13,Jarrett Culver,/players/c/culveja01.html,195,Texas Tech,78
2016-17,29,NOP,NBA,PF,66,35,1649,3.8,7.8,0.485,1.6,4,0.392,2.2,3.9,0.579,0.3,0.6,0.593,1.2,4.8,6,0.8,0.9,0.6,0.6,2.2,9.5,Dante Cunningham,/players/c/cunnida01.html,230,Villanova,80
2017-18,30,TOT,NBA,SF,73,25,1562,3.8,8.4,0.451,1.3,3.9,0.345,2.4,4.5,0.541,0.7,1.2,0.596,1.8,5.1,6.9,1.1,0.9,0.7,0.8,2.6,9.6,Dante Cunningham,/players/c/cunnida01.html,230,Villanova,80
2018-19,31,SAS,NBA,PF,64,21,928,2.9,6.1,0.475,1.2,2.5,0.462,1.7,3.6,0.484,0.5,0.7,0.778,1.9,5.4,7.3,1.9,1,0.5,0.9,2.8,7.5,Dante Cunningham,/players/c/cunnida01.html,230,Villanova,80
2016-17,26,DAL,NBA,PG,70,42,2029,6,12.5,0.481,2.4,5.7,0.425,3.6,6.8,0.528,1.5,1.8,0.85,0.4,2.7,3.2,3.4,1.4,0.1,1.6,2.2,15.9,Seth Curry,/players/c/curryse01.html,185,Duke,74
2018-19,28,POR,NBA,SG,74,2,1399,5.5,12,0.456,2.9,6.5,0.45,2.5,5.5,0.463,1.1,1.3,0.846,0.7,2.4,3.1,1.7,0.9,0.3,1.6,2.5,15,Seth Curry,/players/c/curryse01.html,185,Duke,74
2019-20,29,DAL,NBA,SG,64,25,1576,6.5,13.1,0.495,3.3,7.3,0.452,3.2,5.8,0.549,1.8,2.2,0.825,0.6,2.7,3.3,2.8,0.9,0.2,1.4,2.6,18.1,Seth Curry,/players/c/curryse01.html,185,Duke,74
2020-21,30,PHI,NBA,SG,57,57,1638,5.7,12.1,0.467,2.8,6.2,0.45,2.9,6,0.485,1.5,1.7,0.896,0.2,2.8,3,3.4,1,0.2,1.4,2.1,15.6,Seth Curry,/players/c/curryse01.html,185,Duke,74
2016-17,28,GSW,NBA,PG,79,79,2638,9.2,19.7,0.468,4.4,10.8,0.411,4.8,8.9,0.537,4.4,4.9,0.898,0.8,4,4.8,7.2,1.9,0.2,3.3,2.5,27.3,Stephen Curry,/players/c/curryst01.html,185,Davidson,74
