Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Player_href,Weight,College,Height
2016-17,32,LAC,NBA,SG,78,78,2198,6.5,14.6,0.445,3.3,7.7,0.429,3.2,6.9,0.462,2.9,3.3,0.891,0.2,2.6,2.8,1.8,0.9,0.2,1.6,2,19.2,J.J. Redick,/players/r/redicjj01.html,200,Duke,75
2017-18,33,PHI,NBA,SG,70,70,2116,6.9,15,0.46,3.3,7.8,0.42,3.6,7.1,0.504,3.4,3.7,0.904,0.2,2.9,3,3.6,0.6,0.1,1.8,2.1,20.4,J.J. Redick,/players/r/redicjj01.html,200,Duke,75
2018-19,34,PHI,NBA,SG,76,63,2379,6.8,15.5,0.44,3.6,9.2,0.397,3.2,6.4,0.502,3.5,3.9,0.894,0.3,2.5,2.8,3.1,0.5,0.3,1.5,2,20.8,J.J. Redick,/players/r/redicjj01.html,200,Duke,75
2019-20,35,NOP,NBA,SG,60,36,1581,6.5,14.4,0.453,4.1,9,0.453,2.4,5.3,0.453,3.8,4.2,0.892,0.2,3.2,3.4,2.7,0.5,0.2,1.7,2.2,20.9,J.J. Redick,/players/r/redicjj01.html,200,Duke,75
2020-21,36,TOT,NBA,SG,44,0,723,5.3,13.3,0.397,3.3,8.9,0.371,2,4.4,0.449,2.4,2.6,0.942,0.2,3,3.2,2.5,0.5,0.1,1.8,2.5,16.3,J.J. Redick,/players/r/redicjj01.html,200,Duke,75
2017-18,22,PHO,NBA,SG,21,1,242,3.3,11.3,0.289,1.6,5.7,0.289,1.6,5.7,0.289,1.2,1.8,0.667,0.3,5.5,5.8,1.9,1.5,0.3,1.5,2.5,9.4,Davon Reed,/players/r/reedda01.html,208,Miami (FL),77
2018-19,23,IND,NBA,SG,10,0,47,3.8,9.2,0.417,1.5,3.1,0.5,2.3,6.1,0.375,0,0,0,1.5,3.1,4.6,2.3,0.8,0,0.8,2.3,9.2,Davon Reed,/players/r/reedda01.html,208,Miami (FL),77
2020-21,21,PHI,NBA,PF,26,0,177,8.5,15.9,0.538,0,1.2,0,8.5,14.6,0.583,0.8,1.6,0.5,6.1,6.3,12.4,2.4,2,2.6,2.4,5.9,17.9,Paul Reed,/players/r/reedpa01.html,210,DePaul,81
2016-17,26,MIA,NBA,C,71,5,1031,5.7,10,0.568,0,0.1,0.25,5.6,9.8,0.573,1.7,3.1,0.557,4.5,7.1,11.6,0.9,0.6,1.6,1.1,4.8,13.1,Willie Reed,/players/r/reedwi02.html,220,Saint Louis,82
2017-18,27,TOT,NBA,C,42,5,428,6.8,10.2,0.669,0.1,0.2,0.5,6.7,10,0.672,2.7,4.6,0.582,2.9,7.2,10.2,0.8,0.8,1.9,1.6,4.7,16.4,Willie Reed,/players/r/reedwi02.html,220,Saint Louis,82
2019-20,20,MIN,NBA,C,30,11,495,7.3,17.7,0.412,2.3,7.1,0.33,4.9,10.6,0.466,2.7,3.9,0.698,2.5,6.5,9,2.5,1.4,1.6,1.6,6,19.6,Naz Reid,/players/r/reidna01.html,264,LSU,81
2020-21,21,MIN,NBA,C,70,15,1347,8.1,15.5,0.523,1.6,4.7,0.351,6.5,10.9,0.597,3.1,4.4,0.693,2.2,6.4,8.6,1.9,0.9,2,1.8,4.8,21,Naz Reid,/players/r/reidna01.html,264,LSU,81
2018-19,23,MIN,NBA,SG,19,0,259,4.6,10.8,0.423,2.9,7.1,0.412,1.7,3.8,0.444,1.1,1.3,0.889,0.6,3.8,4.3,1.8,0.8,0.3,0.7,3.6,13.2,Cameron Reynolds,/players/r/reynoca01.html,225,Tulane,79
2020-21,25,TOT,NBA,SF,5,0,40,5.4,16.2,0.333,2.7,10.8,0.25,2.7,5.4,0.5,0,0,0,1.8,2.7,4.5,1.8,0,0,0,1.8,13.5,Cameron Reynolds,/players/r/reynoca01.html,225,Tulane,79
2020-21,23,CHO,NBA,PF,18,0,63,2.3,5.1,0.444,0,0.6,0,2.3,4.6,0.5,4,6.3,0.636,2.3,4,6.3,1.1,0,0,1.7,4,8.6,Nick Richards,/players/r/richani01.html,245,Kentucky,84
2016-17,23,MIA,NBA,SG,53,34,1614,4.5,11.4,0.394,1.7,5.1,0.33,2.8,6.4,0.444,1.3,1.7,0.779,0.8,3,3.7,3.1,1.3,0.9,1.4,2.9,12,Josh Richardson,/players/r/richajo01.html,200,Tennessee,77
2017-18,24,MIA,NBA,SF,81,81,2689,5.3,11.8,0.451,1.7,4.5,0.378,3.6,7.3,0.495,1.6,1.9,0.845,0.9,2.9,3.8,3.1,1.6,1,1.9,2.7,14,Josh Richardson,/players/r/richajo01.html,200,Tennessee,77
2018-19,25,MIA,NBA,SG,73,73,2539,6,14.5,0.412,2.3,6.5,0.357,3.7,8,0.458,2.8,3.3,0.861,0.8,3,3.7,4.2,1.1,0.5,1.6,2.8,17.1,Josh Richardson,/players/r/richajo01.html,200,Tennessee,77
2019-20,26,PHI,NBA,SG,55,53,1693,5.9,13.7,0.43,1.8,5.3,0.341,4.1,8.4,0.486,2.4,3,0.809,0.9,2.8,3.7,3.4,1.1,0.8,2.2,2.9,16.1,Josh Richardson,/players/r/richajo01.html,200,Tennessee,77
2020-21,27,DAL,NBA,SG,59,56,1790,5.3,12.4,0.427,1.8,5.4,0.33,3.5,7.1,0.501,2,2.2,0.917,1,2.9,3.9,3.1,1.2,0.5,1.6,2.6,14.4,Josh Richardson,/players/r/richajo01.html,200,Tennessee,77
2016-17,21,SAC,NBA,SG,22,0,198,5.1,12.4,0.412,1.5,5.1,0.286,3.6,7.3,0.5,2.7,3.5,0.789,0.5,3.6,4.2,2,0.9,0.2,1.5,4.2,14.4,Malachi Richardson,/players/r/richama01.html,205,Syracuse,78
2017-18,22,TOT,NBA,SG,26,4,324,3.3,10,0.333,1.3,4.4,0.3,2,5.6,0.36,1.9,2.4,0.773,0.6,3.2,3.8,1.4,1.1,0.1,1.1,3,9.9,Malachi Richardson,/players/r/richama01.html,205,Syracuse,78
2018-19,23,TOR,NBA,SG,22,0,103,3.1,10.1,0.31,2.8,8.7,0.32,0.3,1.4,0.25,1.4,1.7,0.8,0.7,3.8,4.5,0,0.3,0,2.8,4.5,10.5,Malachi Richardson,/players/r/richama01.html,205,Syracuse,78
2020-21,23,CHO,NBA,PG,7,0,27,10.7,16,0.667,2.7,5.3,0.5,8,10.7,0.75,0,0,0,0,1.3,1.3,4,1.3,0,1.3,0,24,Grant Riller,/players/r/rillegr01.html,190,College of Charleston,74
2016-17,24,LAC,NBA,SG,74,29,2054,5.7,12.8,0.442,1.9,5.2,0.371,3.7,7.6,0.491,2.3,3.3,0.691,0.4,2.5,2.8,3.6,0.8,0.2,2,3.3,15.6,Austin Rivers,/players/r/riverau01.html,200,Duke,76
2017-18,25,LAC,NBA,SG,61,59,2057,6,14.1,0.424,2.4,6.3,0.378,3.6,7.8,0.461,1.8,2.8,0.642,0.5,2.1,2.5,4.2,1.3,0.3,1.9,2.7,16.1,Austin Rivers,/players/r/riverau01.html,200,Duke,76
2018-19,26,TOT,NBA,SG,76,15,2028,4.1,10.2,0.406,1.8,5.8,0.318,2.3,4.3,0.522,0.9,1.7,0.526,0.4,2.4,2.9,3,0.8,0.4,1.2,3.7,11,Austin Rivers,/players/r/riverau01.html,200,Duke,76
2019-20,27,HOU,NBA,SG,68,4,1594,4.8,11.3,0.421,2.2,6.1,0.356,2.6,5.2,0.498,1.8,2.5,0.703,0.6,3.3,4,2.6,1.1,0.2,1.1,2.9,13.5,Austin Rivers,/players/r/riverau01.html,200,Duke,76
2020-21,28,TOT,NBA,SG,36,7,845,4.4,10.4,0.424,2.3,6.3,0.369,2.1,4.1,0.51,0.9,1.3,0.71,0.3,3.2,3.5,3.5,1.3,0.1,1.5,2.7,12.1,Austin Rivers,/players/r/riverau01.html,200,Duke,76
2016-17,25,OKC,NBA,SF,79,79,2376,3.3,7,0.464,0.7,2.8,0.245,2.6,4.2,0.609,0.7,1.7,0.423,1.5,4.6,6.1,1.2,1.4,1.2,0.8,3.1,7.9,Andre Roberson,/players/r/roberan03.html,210,Colorado,79
2017-18,26,OKC,NBA,SG,39,39,1037,3,5.6,0.537,0.3,1.2,0.222,2.7,4.4,0.627,0.4,1.3,0.316,2.6,3.8,6.4,1.6,1.6,1.2,1,3.1,6.7,Andre Roberson,/players/r/roberan03.html,210,Colorado,79
2019-20,28,OKC,NBA,SF,7,0,87,3.3,12,0.276,1.2,5.8,0.214,2.1,6.2,0.333,0.4,0.8,0.5,2.9,8.3,11.2,1.7,0.4,1.2,0.8,5.4,8.3,Andre Roberson,/players/r/roberan03.html,210,Colorado,79
2020-21,29,BRK,NBA,SG,5,0,63,1.1,8,0.143,0.6,4.6,0.125,0.6,3.4,0.167,0.6,1.1,0.5,4,4.6,8.6,2.3,1.7,0.6,1.1,2.3,3.4,Andre Roberson,/players/r/roberan03.html,210,Colorado,79
2016-17,31,CHO,NBA,PG,41,2,416,4,10.6,0.377,1.5,3.8,0.386,2.5,6.8,0.372,2.9,3.4,0.846,0.4,2.9,3.4,4.5,0.8,0.1,2.3,1.6,12.3,Brian Roberts,/players/r/roberbr01.html,173,Dayton,73
2017-18,22,WAS,NBA,SF,1,0,13,2.8,8.3,0.333,0,0,0,2.8,8.3,0.333,0,0,0,5.5,8.3,13.8,0,2.8,0,0,5.5,5.5,Devin Robinson,/players/r/robinde01.html,200,Florida,80
2018-19,23,WAS,NBA,SF,7,0,95,7.2,12.1,0.594,0,0.8,0,7.2,11.4,0.633,3.4,5.3,0.643,2.3,5.3,7.6,2.3,1.5,2.3,0.8,4.2,17.8,Devin Robinson,/players/r/robinde01.html,200,Florida,80
2018-19,24,MIA,NBA,SF,15,1,161,4,10.3,0.391,2.2,7.8,0.286,1.8,2.5,0.727,0.9,1.3,0.667,0.4,3.8,4.2,1.1,1.1,0,0.9,2.5,11.2,Duncan Robinson,/players/r/robindu01.html,215,Michigan,79
2019-20,25,MIA,NBA,SG,73,68,2166,5.4,11.4,0.47,4.5,10.1,0.446,0.9,1.3,0.654,1.1,1.2,0.931,0.2,3.7,3.9,1.7,0.6,0.3,1.2,3.2,16.3,Duncan Robinson,/players/r/robindu01.html,215,Michigan,79
2020-21,26,MIA,NBA,SF,72,72,2262,5,11.4,0.439,4,9.8,0.408,1,1.7,0.625,1,1.2,0.827,0.1,3.9,4,2,0.7,0.3,1.3,2.9,15,Duncan Robinson,/players/r/robindu01.html,215,Michigan,79
2016-17,23,IND,NBA,SF,69,27,1427,4,8.5,0.467,1.2,3.2,0.392,2.7,5.4,0.512,1.4,1.9,0.711,1.4,4.8,6.2,1.2,1,0.5,0.9,1.6,10.6,Glenn Robinson III,/players/r/robingl02.html,222,Michigan,78
2017-18,24,IND,NBA,SF,23,1,338,3.8,9.1,0.424,1.5,3.6,0.412,2.3,5.4,0.431,1,1.2,0.818,1.2,2.8,3.9,1.8,1.4,0.1,0.5,1.5,10.1,Glenn Robinson III,/players/r/robingl02.html,222,Michigan,78
2018-19,25,DET,NBA,SF,47,18,610,4.4,10.4,0.42,1.1,3.7,0.29,3.3,6.7,0.491,1.9,2.4,0.8,1,3.2,4.2,1.2,0.8,0.5,1.1,2.7,11.7,Glenn Robinson III,/players/r/robingl02.html,222,Michigan,78
2019-20,26,TOT,NBA,SF,62,52,1786,5.8,11.9,0.486,1.6,4,0.391,4.3,8,0.534,1.5,1.7,0.86,1.6,3.8,5.4,1.9,1.1,0.3,1.1,2,14.7,Glenn Robinson III,/players/r/robingl02.html,222,Michigan,78
2020-21,27,SAC,NBA,SF,23,2,369,4.1,9.7,0.424,1.6,4.3,0.364,2.5,5.4,0.473,2,2.2,0.913,1.1,3.3,4.4,2,0.4,0.3,1.1,2.2,11.8,Glenn Robinson III,/players/r/robingl02.html,222,Michigan,78
2018-19,21,LAC,NBA,SG,33,0,320,5,12.4,0.4,2,6.4,0.316,2.9,6,0.491,0.7,1,0.667,0.3,4.3,4.6,2.1,1.2,0.3,1.5,5.2,12.6,Jerome Robinson,/players/r/robinje01.html,190,Boston College,76
2019-20,22,TOT,NBA,SG,63,6,979,4.2,11.4,0.371,1.8,5.6,0.32,2.4,5.8,0.42,1.5,2.1,0.702,0.5,4.3,4.7,3.2,1,0.6,1.8,4.1,11.7,Jerome Robinson,/players/r/robinje01.html,190,Boston College,76
2020-21,23,WAS,NBA,SG,17,6,305,3.3,11.2,0.295,1.3,5,0.262,2,6.3,0.321,1.9,2.4,0.8,0.5,4,4.5,3,1.4,0.7,2.2,3.7,9.8,Jerome Robinson,/players/r/robinje01.html,190,Boston College,76
2019-20,22,WAS,NBA,PG,9,0,49,3.7,8.8,0.417,2.2,3.7,0.6,1.5,5.1,0.286,0,0,0,0.7,2.9,3.7,5.1,0,0.7,2.2,1.5,9.6,Justin Robinson,/players/r/robinju01.html,195,Virginia Tech,73
2020-21,23,OKC,NBA,PG,9,0,88,2.9,8.6,0.333,1.6,5.7,0.286,1.2,2.9,0.429,1.2,2,0.6,0.4,2.5,2.9,3.7,1.2,0,0.8,4.1,8.6,Justin Robinson,/players/r/robinju01.html,195,Virginia Tech,73
2018-19,20,NYK,NBA,C,66,19,1360,5.3,7.7,0.694,0,0,0,5.3,7.7,0.694,2.1,3.6,0.6,4.7,6.5,11.2,1,1.4,4.3,0.9,5.7,12.8,Mitchell Robinson,/players/r/robinmi01.html,240,Western Kentucky,84
2019-20,21,NYK,NBA,C,61,7,1412,6.5,8.7,0.742,0,0,0,6.5,8.7,0.742,2.1,3.8,0.568,4.7,6.2,10.9,0.9,1.3,3,0.9,4.9,15,Mitchell Robinson,/players/r/robinmi01.html,240,Western Kentucky,84
2020-21,22,NYK,NBA,C,31,29,853,4.9,7.4,0.653,0,0,0,4.9,7.4,0.653,1.1,2.2,0.491,4.8,5.9,10.6,0.7,1.5,1.9,1.1,3.6,10.8,Mitchell Robinson,/players/r/robinmi01.html,240,Western Kentucky,84
2016-17,25,LAL,NBA,PF,48,1,560,6.8,12.6,0.536,0,0.1,0,6.8,12.5,0.538,2,4.2,0.47,5.4,8.9,14.3,2,1.7,0.6,3,4.9,15.5,Thomas Robinson,/players/r/robinth01.html,237,Kansas,82
2019-20,21,OKC,NBA,PF,3,0,11,0,3.3,0,0,0,0,0,3.3,0,0,0,0,0,6.5,6.5,0,0,0,3.3,3.3,0,Isaiah Roby,/players/r/robyis01.html,230,Nebraska,80
2020-21,22,OKC,NBA,PF,61,34,1425,5.2,10.8,0.483,0.8,2.8,0.294,4.4,8.1,0.547,2.2,3,0.744,2.2,6.4,8.6,2.7,1.3,0.9,2.9,4.1,13.5,Isaiah Roby,/players/r/robyis01.html,230,Nebraska,80
2016-17,30,PHI,NBA,PG,68,30,1518,5,12.7,0.392,2.2,6,0.365,2.8,6.7,0.415,0.4,0.6,0.667,0.5,3.2,3.7,8.2,1.2,0.1,3,2.3,12.6,Sergio Rodríguez,/players/r/rodrise01.html,176,None,75
2016-17,30,CHI,NBA,PG,69,42,1843,4.5,11,0.408,1,2.6,0.376,3.5,8.4,0.418,0.6,1,0.6,1.4,5.5,6.9,9,1.9,0.2,3.3,2.8,10.5,Rajon Rondo,/players/r/rondora01.html,180,Kentucky,73
2017-18,31,NOP,NBA,PG,65,63,1705,4.9,10.4,0.468,1.1,3.2,0.333,3.8,7.3,0.526,0.5,1,0.543,0.7,4.9,5.6,11.3,1.5,0.2,3.2,2.5,11.3,Rajon Rondo,/players/r/rondora01.html,180,Kentucky,73
2018-19,32,LAL,NBA,PG,46,29,1369,4.6,11.4,0.405,1.3,3.7,0.359,3.3,7.6,0.428,0.6,0.9,0.639,0.9,5.5,6.4,9.7,1.5,0.2,3.3,2.6,11.1,Rajon Rondo,/players/r/rondora01.html,180,Kentucky,73
2019-20,33,LAL,NBA,PG,48,3,984,5,12,0.418,1.5,4.6,0.328,3.5,7.4,0.473,1,1.5,0.659,0.8,4.4,5.2,8.8,1.5,0.1,3.3,2.1,12.5,Rajon Rondo,/players/r/rondora01.html,180,Kentucky,73
2020-21,34,TOT,NBA,PG,45,3,770,4.4,10.1,0.442,1.7,4.2,0.404,2.8,5.9,0.468,0.7,0.8,0.941,0.8,4.3,5.1,9.3,1.7,0.2,3.7,2.5,11.3,Rajon Rondo,/players/r/rondora01.html,180,Kentucky,73
2016-17,28,NYK,NBA,PG,64,64,2082,8,16.9,0.471,0.2,1,0.217,7.7,15.9,0.487,3.8,4.4,0.874,1.1,3.1,4.3,4.9,0.8,0.3,2.5,1.5,20,Derrick Rose,/players/r/rosede01.html,200,Memphis,74
2017-18,29,TOT,NBA,PG,25,7,420,6.9,15.9,0.435,0.6,2.6,0.233,6.3,13.4,0.474,3.4,3.9,0.87,1.1,1.9,3,3.2,0.6,0.3,3,1.4,17.9,Derrick Rose,/players/r/rosede01.html,200,Memphis,74
2018-19,30,MIN,NBA,PG,51,13,1392,9.4,19.5,0.482,1.4,3.8,0.37,8,15.7,0.509,3.5,4.1,0.856,0.9,2.8,3.6,5.7,0.8,0.3,2.1,1.5,23.7,Derrick Rose,/players/r/rosede01.html,200,Memphis,74
2019-20,31,DET,NBA,PG,50,15,1298,10.2,20.9,0.49,1.2,4.1,0.306,9,16.8,0.535,3.4,3.9,0.871,0.7,2.6,3.4,7.7,1.1,0.4,3.5,1.4,25.1,Derrick Rose,/players/r/rosede01.html,200,Memphis,74
2020-21,32,TOT,NBA,PG,50,3,1279,8.1,17.2,0.47,1.4,3.6,0.388,6.7,13.6,0.492,3.1,3.6,0.866,0.6,3.1,3.7,5.9,1.4,0.5,2.2,1.6,20.7,Derrick Rose,/players/r/rosede01.html,200,Memphis,74
2016-17,25,TOT,NBA,SF,78,24,1955,6,13.7,0.437,2.6,7.2,0.363,3.4,6.5,0.518,1.2,1.4,0.831,0.3,3.5,3.8,1.6,1.6,0.6,1.3,2.6,15.8,Terrence Ross,/players/r/rosste01.html,206,Washington,78
2017-18,26,ORL,NBA,SG,24,20,600,4.6,11.5,0.398,1.8,5.6,0.323,2.8,5.9,0.469,1.6,2.2,0.75,0.6,3.8,4.4,2.3,1.6,0.7,1.7,2.7,12.5,Terrence Ross,/players/r/rosste01.html,206,Washington,78
2018-19,27,ORL,NBA,SG,81,0,2150,7.4,17.2,0.428,3.6,9.5,0.383,3.7,7.7,0.484,2.1,2.4,0.875,0.5,4.2,4.7,2.3,1.2,0.5,1.5,2,20.5,Terrence Ross,/players/r/rosste01.html,206,Washington,78
2019-20,28,ORL,NBA,SG,69,0,1889,6.5,16.1,0.403,3.4,9.6,0.351,3.1,6.5,0.48,3,3.5,0.853,0.2,4,4.2,1.6,1.5,0.5,1.3,2.1,19.4,Terrence Ross,/players/r/rosste01.html,206,Washington,78
2020-21,29,ORL,NBA,SG,46,2,1347,6.8,16.5,0.412,2.4,7.1,0.337,4.4,9.4,0.469,3.2,3.7,0.87,0.4,3.8,4.2,2.9,1.3,0.6,2,2.4,19.2,Terrence Ross,/players/r/rosste01.html,206,Washington,78
2016-17,22,BOS,NBA,PG,74,0,1263,4.3,11.7,0.367,1.6,5.1,0.318,2.7,6.6,0.405,1.5,1.9,0.773,1.1,5.3,6.5,3.7,1.3,0.3,1.3,2,11.7,Terry Rozier,/players/r/roziete01.html,190,Louisville,73
2017-18,23,BOS,NBA,PG,80,16,2068,5.5,13.9,0.395,2.7,7,0.381,2.8,6.9,0.41,2,2.6,0.772,1.1,5.4,6.5,4,1.4,0.3,1.4,2.1,15.7,Terry Rozier,/players/r/roziete01.html,190,Louisville,73
2018-19,24,BOS,NBA,PG,79,14,1791,5.2,13.4,0.387,2.4,6.8,0.353,2.8,6.6,0.422,1.5,1.9,0.785,0.6,5.5,6.2,4.6,1.4,0.4,1.4,2,14.2,Terry Rozier,/players/r/roziete01.html,190,Louisville,73
2019-20,25,CHO,NBA,PG,63,63,2164,6.6,15.7,0.423,2.9,7,0.407,3.8,8.6,0.436,2.8,3.2,0.874,0.8,3.8,4.6,4.3,1,0.2,2.3,2.1,18.9,Terry Rozier,/players/r/roziete01.html,190,Louisville,73
2020-21,26,CHO,NBA,SG,69,69,2383,7.7,17.1,0.45,3.4,8.6,0.389,4.4,8.5,0.512,2.5,3.1,0.817,0.7,3.9,4.6,4.4,1.3,0.4,1.9,1.8,21.3,Terry Rozier,/players/r/roziete01.html,190,Louisville,73
2016-17,26,MIN,NBA,PG,75,75,2469,3.8,9.5,0.402,0.9,2.9,0.306,2.9,6.6,0.443,3.7,4.2,0.891,1,3.5,4.4,9.9,1.9,0.1,2.8,2.9,12.2,Ricky Rubio,/players/r/rubiori01.html,190,None,74
2017-18,27,UTA,NBA,PG,77,77,2254,5.5,13.2,0.418,1.5,4.4,0.352,4,8.8,0.451,3.5,4.1,0.866,0.7,4.9,5.6,6.5,1.9,0.2,3.3,3.3,16.1,Ricky Rubio,/players/r/rubiori01.html,190,None,74
2018-19,28,UTA,NBA,PG,68,67,1899,5.6,13.8,0.404,1.5,4.8,0.311,4.1,9,0.454,3.7,4.3,0.855,0.6,4,4.6,7.9,1.7,0.2,3.4,3.4,16.4,Ricky Rubio,/players/r/rubiori01.html,190,None,74
2019-20,29,PHO,NBA,PG,65,65,2016,5.1,12.4,0.415,1.4,3.9,0.361,3.7,8.5,0.439,3.5,4,0.863,0.8,4.6,5.4,10.2,1.7,0.2,3.1,3,15.1,Ricky Rubio,/players/r/rubiori01.html,190,None,74
2020-21,30,MIN,NBA,PG,68,51,1772,3.9,10.1,0.388,1.3,4.3,0.308,2.6,5.8,0.447,2.6,3,0.867,0.6,4,4.5,8.8,2,0.1,2.3,2.8,11.8,Ricky Rubio,/players/r/rubiori01.html,190,None,74
2016-17,30,ORL,NBA,SF,45,0,314,3.6,10.1,0.352,2.3,7.3,0.313,1.3,2.8,0.458,0,0,0,0.6,2.3,2.9,2.3,1.4,0.1,1,3.6,9.4,Damjan Rudež,/players/r/rudezda01.html,228,None,82
2016-17,31,MIN,NBA,SG,47,33,1030,2.4,6.5,0.374,1.5,4,0.386,0.9,2.6,0.356,0.5,0.6,0.722,0.6,2.9,3.5,1.6,0.8,0.8,1,1.5,6.9,Brandon Rush,/players/r/rushbr01.html,220,Kansas,78
2016-17,20,LAL,NBA,PG,63,60,1811,7,17.2,0.405,2.7,7.6,0.352,4.3,9.6,0.447,2.9,3.7,0.782,0.6,3.8,4.4,6,1.7,0.3,3.5,2.6,19.6,D'Angelo Russell,/players/r/russeda01.html,193,Ohio State,76
2017-18,21,BRK,NBA,PG,48,35,1234,8.1,19.6,0.414,2.6,8.1,0.324,5.5,11.5,0.477,2.8,3.8,0.74,0.9,4.6,5.5,7.3,1.1,0.5,4.3,2.7,21.7,D'Angelo Russell,/players/r/russeda01.html,193,Ohio State,76
2018-19,22,BRK,NBA,PG,81,81,2448,9.7,22.3,0.434,3.4,9.3,0.369,6.2,13,0.482,2.4,3,0.78,0.8,3.9,4.6,8.3,1.5,0.3,3.7,2.1,25.2,D'Angelo Russell,/players/r/russeda01.html,193,Ohio State,76
2019-20,23,TOT,NBA,PG,45,45,1452,8.9,21,0.426,3.9,10.7,0.367,5,10.3,0.487,4,4.9,0.809,0.4,4,4.4,7.1,1.2,0.3,3.6,2.1,25.8,D'Angelo Russell,/players/r/russeda01.html,193,Ohio State,76
2020-21,24,MIN,NBA,PG,42,26,1196,8.5,19.6,0.431,3.6,9.3,0.387,4.8,10.3,0.471,3.4,4.5,0.765,0.5,2.9,3.3,7.3,1.4,0.5,3.4,2,24,D'Angelo Russell,/players/r/russeda01.html,193,Ohio State,76
2016-17,20,OKC,NBA,PF,81,66,1632,4.2,10.6,0.399,1.1,3.5,0.321,3.1,7.1,0.438,1,1.5,0.657,1,5.3,6.4,1.8,0.9,0.7,1.8,4.4,10.6,Domantas Sabonis,/players/s/sabondo01.html,240,Gonzaga,83
2017-18,21,IND,NBA,C,74,19,1810,6.8,13.1,0.514,0.3,0.7,0.351,6.5,12.4,0.524,3.3,4.5,0.75,3.3,8.1,11.4,3,0.8,0.6,2.7,4.4,17.1,Domantas Sabonis,/players/s/sabondo01.html,240,Gonzaga,83
2018-19,22,IND,NBA,C,74,5,1838,8.1,13.7,0.59,0.2,0.3,0.529,7.9,13.4,0.592,4.1,5.7,0.715,3.6,9.9,13.5,4.2,0.9,0.6,3.1,4.7,20.4,Domantas Sabonis,/players/s/sabondo01.html,240,Gonzaga,83
2019-20,23,IND,NBA,PF,62,62,2159,7.6,14.1,0.54,0.3,1.1,0.254,7.4,13,0.565,3.6,4.9,0.723,3.2,9.7,12.9,5.2,0.8,0.5,2.8,3.3,19.1,Domantas Sabonis,/players/s/sabondo01.html,240,Gonzaga,83
2020-21,24,IND,NBA,PF,62,62,2231,7.8,14.6,0.535,0.8,2.6,0.321,7,12,0.582,3.9,5.3,0.732,2.4,9.6,12,6.7,1.2,0.5,3.4,3.3,20.3,Domantas Sabonis,/players/s/sabondo01.html,240,Gonzaga,83
2019-20,20,SAS,NBA,PF,3,1,48,3.7,12,0.313,2.3,6,0.375,1.5,6,0.25,2.3,3,0.75,0.7,6.8,7.5,4.5,0,1.5,1.5,4.5,12,Luka Šamanić,/players/s/samanlu01.html,227,None,82
2020-21,21,SAS,NBA,PF,33,4,308,5.5,12.3,0.448,1.4,5,0.279,4.1,7.2,0.565,1.9,3.4,0.552,1.9,6.1,7.9,1.8,0.9,0.9,2.3,5,14.3,Luka Šamanić,/players/s/samanlu01.html,227,None,82
2018-19,21,CHI,NBA,SG,14,2,214,4.7,10.1,0.467,1.9,4.9,0.379,2.9,5.2,0.548,0.7,1,0.667,0.5,2.2,2.7,1.7,1.3,0.5,2,3.2,11.9,Brandon Sampson,/players/s/sampsbr01.html,184,LSU,77
2017-18,24,SAC,NBA,SF,22,6,344,4.6,8.5,0.543,0.5,1,0.5,4.1,7.4,0.549,1,1.7,0.625,2.2,6,8.2,0.9,0.8,2.3,0.8,5,10.8,JaKarr Sampson,/players/s/sampsja02.html,214,St. John's,79
2018-19,25,CHI,NBA,SF,4,0,127,8.2,15.3,0.537,1.4,4,0.357,6.8,11.3,0.6,4.8,6,0.81,1.4,7.7,9.1,1.1,1.1,0.9,1.1,2.3,22.7,JaKarr Sampson,/players/s/sampsja02.html,214,St. John's,79
2019-20,26,IND,NBA,PF,34,12,471,5.2,8.8,0.591,0.2,1,0.154,5,7.8,0.647,1.4,2.1,0.667,1.5,5.2,6.7,1.6,1.2,0.9,1.1,4.9,11.9,JaKarr Sampson,/players/s/sampsja02.html,214,St. John's,79
2020-21,27,IND,NBA,PF,29,4,316,6.4,12.9,0.496,0.3,1.7,0.2,6,11.2,0.541,2.2,3.3,0.655,3.1,5.7,8.8,0.5,0.2,1.6,1.7,5.9,15.3,JaKarr Sampson,/players/s/sampsja02.html,214,St. John's,79
2016-17,28,CLE,NBA,C,5,0,13,2.8,11.1,0.25,0,0,0,2.8,11.1,0.25,5.5,5.5,1,8.3,2.8,11.1,0,2.8,2.8,5.5,13.8,11.1,Larry Sanders,/players/s/sandela01.html,235,VCU,83
2016-17,22,PHI,NBA,PF,81,36,2129,6.4,15.7,0.411,1.8,5.8,0.311,4.7,9.9,0.469,2.9,3.7,0.782,1.9,6.8,8.7,3.1,1,0.5,3.1,2.7,17.6,Dario Šarić,/players/s/saricda01.html,225,None,82
2017-18,23,PHI,NBA,PF,78,73,2310,6.3,13.9,0.453,2.4,6.2,0.393,3.8,7.7,0.501,2.8,3.2,0.86,2.4,5.7,8.1,3.1,0.8,0.3,2.3,2.5,17.8,Dario Šarić,/players/s/saricda01.html,225,None,82
